school_name,url_address,address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,onemap_query,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE
NORTHOAKS PRIMARY SCHOOL,http://www.northoakspri.moe.edu.sg,61   Sembawang Drive,757622,6753 8835,na,6753 8864,na,northoaks_ps@moe.edu.sg,Sembawang MRT,Bus number 962,"MR CHER TECK YIANG, LUKE MELVIN",MISS TAN YIT PENG,MDM HO JUN- LYNN,NULL,NULL,NULL,NULL,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,NORTHOAKS PRIMARY SCHOOL,NORTHOAKS PRIMARY SCHOOL,61,SEMBAWANG DRIVE,NORTHOAKS PRIMARY SCHOOL,61 SEMBAWANG DRIVE NORTHOAKS PRIMARY SCHOOL SINGAPORE 757622,757622,25872.0767556792,48689.8195981402,1.45660782030102,103.814196981329,103.814196981329
NORTHSHORE PRIMARY SCHOOL,www.northshorepri.moe.edu.sg,30   Northshore Drive,828671,62026490,na,62026491,na,northhshore_ps@moe.edu.sg,Puggol Point LRT Station,"84, 384",MDM LEE YEN PING CHRISTINE,MDM GAN SER MIN,NULL,NULL,NULL,NULL,NULL,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,NORTHSHORE PRIMARY SCHOOL,NORTHSHORE PRIMARY SCHOOL,30,NORTHSHORE DRIVE,NORTHSHORE PRIMARY SCHOOL,30 NORTHSHORE DRIVE NORTHSHORE PRIMARY SCHOOL SINGAPORE 828671,828671,35912.2240812248,44436.1362924408,1.41813803336667,103.904416909742,103.904416909742
NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,www.nushigh.edu.sg,20   Clementi Avenue 1,129957,65161709,na,67756910,na,einstein@highsch.nus.edu.sg,Nearest MRT Stations - Clementi and Dover,"96, 97, 151, 183, 188, 189, 196, 197, 198",MDM SOH LAI LENG MAGDALEN,MR GOH HOCK LEONG,MR CLIFTON KOH SIEW BOON,NULL,NULL,NULL,NULL,CLEMENTI,WEST,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVELS,No,No,No,Yes,Chinese,Malay,Tamil,NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,30,CLEMENTI AVENUE 1,NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,30 CLEMENTI AVENUE 1 NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE SINGAPORE 129958,129958,20969.725285151,32053.7735084854,1.30615665859431,103.770148255807,103.770148255807
OASIS PRIMARY SCHOOL,http://www.oasispri.moe.edu.sg/,71   Edgefield Plains,828716,6320 9855,na,6320 9856,na,oasis_ps@moe.edu.sg,Damai LRT Station,"50, 386",MRS ONG-CHEW LU SEE,MDM NG YIN SZE JOSEPHINE,MDM CHUT SHI LIN,NULL,NULL,NULL,NULL,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,OASIS PRIMARY SCHOOL,OASIS PRIMARY SCHOOL,71,EDGEFIELD PLAINS,OASIS PRIMARY SCHOOL,71 EDGEFIELD PLAINS OASIS PRIMARY SCHOOL SINGAPORE 828716,828716,36658.2990973163,42941.8599344008,1.40462413200793,103.911120600638,103.911120600638
OPERA ESTATE PRIMARY SCHOOL,http://www.operaestatepri.moe.edu.sg,48   FIDELIO STREET,458436,62410417,na,64493042,na,oeps@moe.edu.sg,"Bedok, Kembangan",42,MDM LOE LAI PINK,MDM ADILA ONG KIM LUAN,MR RAYMOND TAY KOON MING,NULL,NULL,NULL,NULL,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,OPERA ESTATE PRIMARY SCHOOL,OPERA ESTATE PRIMARY SCHOOL,48,FIDELIO STREET,OPERA ESTATE PRIMARY SCHOOL,48 FIDELIO STREET OPERA ESTATE PRIMARY SCHOOL SINGAPORE 458436,458436,38068.3909911709,33509.3080883529,1.31931914436255,103.923788259248,103.923788259248
ORCHID PARK SECONDARY SCHOOL,http://www.orchidparksec.moe.edu.sg,10   YISHUN STREET 81,768454,67598547,na,67588770,na,opss@moe.edu.sg,KHATIB MRT,811,MR SHAWAL BIN HUSSIN,MDM TEO MEI LIN YVONNE,"MR WONG TIEN CHIEH, GLENN",NULL,NULL,NULL,NULL,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,ORCHID PARK SECONDARY SCHOOL,ORCHID PARK SECONDARY SCHOOL,10,YISHUN STREET 81,ORCHID PARK SECONDARY SCHOOL,10 YISHUN STREET 81 ORCHID PARK SECONDARY SCHOOL SINGAPORE 768454,768454,28505.3110986585,44124.4476742018,1.41532032779634,103.837859241343,103.837859241343
OUTRAM SECONDARY SCHOOL,http://www.outramsec.moe.edu.sg,3    YORK HILL,168622,67334077,na,62352337,na,OSS@MOE.EDU.SG,"OUTRAM PARK MRT, CHINATOWN MRT","174 , 123, 16, 175, 195, 33, 5, 63, 75, 851, 970, 123, 186, 51, 64",MR BOO HIAN KOK,MR LIM PANG CHUANG,MDM GUINIEVE YEO LI-LYN,NULL,NULL,NULL,NULL,CENTRAL,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,OUTRAM SECONDARY SCHOOL,OUTRAM SECONDARY SCHOOL,3,YORK HILL,OUTRAM SECONDARY SCHOOL,3 YORK HILL OUTRAM SECONDARY SCHOOL SINGAPORE 168622,168622,28423.8747252515,29881.6544933487,1.28651357464735,103.837127264403,103.837127264403
PALM VIEW PRIMARY SCHOOL,http://www.palmviewpri.moe.edu.sg,150  Compassvale Bow,544822,65087300,na,68754150,na,palmview_ps@moe.edu.sg,Buangkok,"27,43,109,156,159,161,163,163M,550",MRS MING KUM,MR LOH BIN,NULL,NULL,NULL,NULL,NULL,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na,PALM VIEW PRIMARY SCHOOL,PALM VIEW PRIMARY SCHOOL,150,COMPASSVALE BOW,PALM VIEW PRIMARY SCHOOL,150 COMPASSVALE BOW PALM VIEW PRIMARY SCHOOL SINGAPORE 544822,544822,34458.6783197625,40635.7654705234,1.38376923022123,103.891354675017,103.891354675017
PARK VIEW PRIMARY SCHOOL,http://www.parkviewpri.moe.edu.sg,60   PASIR RIS DRIVE 1,519524,65851421,na,65851401,na,PVPS@MOE.EDU.SG,Pasir Ris MRT Station,"358,39,53,81,89",MISS OH SEE MOEY,MDM HO FUI FONG,NULL,NULL,NULL,NULL,NULL,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,PARK VIEW PRIMARY SCHOOL,PARK VIEW PRIMARY SCHOOL,60,PASIR RIS DRIVE 1,PARK VIEW PRIMARY SCHOOL,60 PASIR RIS DRIVE 1 PARK VIEW PRIMARY SCHOOL SINGAPORE 519524,519524,39821.3162899343,39929.5384668726,1.37738069854249,103.939541695654,103.939541695654
PASIR RIS CREST SECONDARY SCHOOL,http://www.prcss.moe.edu.sg,11   PASIR RIS STREET 41,518934,65811655,na,65813226,na,prcss@moe.edu.sg,PASIR RIS MRT,"358, 17, 81, 12, 3",MRS KOH CAIYU,MR ADRIAN LEOW LIP BOON,MR ASHRAF HYDER YUSOFF MANIAM,NULL,NULL,NULL,NULL,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,PASIR RIS CREST SECONDARY SCHOOL,PASIR RIS CREST SECONDARY SCHOOL,11,PASIR RIS STREET 41,PASIR RIS CREST SECONDARY SCHOOL,11 PASIR RIS STREET 41 PASIR RIS CREST SECONDARY SCHOOL SINGAPORE 518934,518934,42067.8542885976,39427.6259528883,1.37284060102246,103.959728202919,103.959728202919
PASIR RIS PRIMARY SCHOOL,http://www.pasirrispri.moe.edu.sg,5    PASIR RIS STREET 21,518968,65822606,na,65828492,na,prps@moe.edu.sg,Pasir Ris MRT,"3,5,6,89",MR TAN KING MING,MDM THILAGAMANI D/O T SIVANANDAM,NULL,NULL,NULL,NULL,NULL,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,PASIR RIS PRIMARY SCHOOL,PASIR RIS PRIMARY SCHOOL,5,PASIR RIS STREET 21,PASIR RIS PRIMARY SCHOOL,5 PASIR RIS STREET 21 PASIR RIS PRIMARY SCHOOL SINGAPORE 518968,518968,42410.5136828674,39380.9927665386,1.37241870245531,103.962807212116,103.962807212116
PASIR RIS SECONDARY SCHOOL,http://pasirrissec.moe.edu.sg,390  TAMPINES STREET 21,529400,65010800,65010855,65010900,na,prss@moe.edu.sg,"TAMPINES MRT, TAMPINES EAST MRT,  TAMPINES WEST MRT","3, 4, 8, 10, 15, 18, 19, 20, 21, 22, 23, 27, 28, 29, 31, 37, 38, 39, 46, 65, 67, 68, 69, 72, 81, 127, 129, 168, 291, 292, 293, 298, 969",MDM GRACE TAN BEE SIM,MR LIN PEI,NULL,NULL,NULL,NULL,NULL,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,PASIR RIS SECONDARY SCHOOL,PASIR RIS SECONDARY SCHOOL,390,TAMPINES STREET 21,PASIR RIS SECONDARY SCHOOL,390 TAMPINES STREET 21 PASIR RIS SECONDARY SCHOOL SINGAPORE 529400,529400,40869.8736143373,37369.4000635836,1.35422732653396,103.948962626204,103.948962626204
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),http://www.payalebarmethodistgirlspri.moe.edu.sg/,298  LORONG AH SOO,536741,62862795,na,62803915,na,PLMGPS@MOE.EDU.SG,"Kovan (NE13), Serangoon(NE12/CC13)","45, 53, 53M, 62, 113",MRS JOYCE ANG,MS GRACE TAY MENG HON,NULL,NULL,NULL,NULL,NULL,HOUGANG,EAST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),298,LORONG AH SOO,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),298 LORONG AH SOO PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY) SINGAPORE 536741,536741,33748.3760953182,36843.4187818952,1.34947276268396,103.884971343143,103.884971343143
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),http://www.plmgss.moe.edu.sg,296  LOR AH SOO,536742,62816606,na,63820558,na,plmgss@moe.edu.sg,"KOVAN MRT, SERANGOON MRT","45, 53, 53M, 62, 113",MRS QUEK LI GEK,MDM TAN MAY LIN SELINA,NULL,NULL,NULL,NULL,NULL,HOUGANG,EAST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),296,LORONG AH SOO,PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),296 LORONG AH SOO PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY) SINGAPORE 536742,536742,33764.9220583495,37008.7061571106,1.35096755912522,103.885120050588,103.885120050588
PEI CHUN PUBLIC SCHOOL,http://www.peichunpublic.moe.edu.sg,16   LORONG 7 TOA PAYOH,319320,63539450,na,63538418,na,PCPS@MOE.EDU.SG,Toa Payoh MRT Station and Braddell MRT Station,"Bus Service 232, 57",MR LIM MENG WEI,MISS ADELINE LEONG QINGHUA,MISS SNG WAN XIAN,NULL,NULL,NULL,NULL,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,Chinese,na,na,PEI CHUN PUBLIC SCHOOL,PEI CHUN PUBLIC SCHOOL,16,LORONG 7 TOA PAYOH,PEI CHUN PUBLIC SCHOOL,16 LORONG 7 TOA PAYOH PEI CHUN PUBLIC SCHOOL SINGAPORE 319320,319320,30478.0803604238,35505.5040733535,1.33737358725951,103.855585578061,103.855585578061
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,http://www.peihwapresbyterianpri.moe.edu.sg/,7    PEI WAH AVENUE,597610,64663787,64663797,64621944,na,phpps@moe.edu.sg,Beauty World,"970, 852, 174, 173, 157, 77, 61",MRS ELSIE POEY,MRS JACQUELINE HIEW,MDM YONG MING WOEI CHLOE,NULL,NULL,NULL,NULL,BUKIT TIMAH,WEST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,DOUBLE SESSION,PRIMARY,Yes,No,No,No,Chinese,na,na,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,7,PEI WAH AVENUE,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,7 PEI WAH AVENUE PEI HWA PRESBYTERIAN PRIMARY SCHOOL SINGAPORE 597610,597610,21632.898745548,35581.0631004851,1.33805634613048,103.776106448614,103.776106448614
PEI HWA SECONDARY SCHOOL,http://www.peihwasec.moe.edu.sg,21   FERNVALE LINK,797702,65009580,na,63438326,na,peihwasec@moe.edu.sg,"SENGKANG MRT, LAYAR LRT","50, 70, 86, 103, 163, 854",MDM YONG LI LING BELINDA,MR TAN CHER HUI PHILIP,MRS MICHELLE WILLMAN,NULL,NULL,NULL,NULL,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,PEI HWA SECONDARY SCHOOL,PEI HWA SECONDARY SCHOOL,21,FERNVALE LINK,PEI HWA SECONDARY SCHOOL,21 FERNVALE LINK PEI HWA SECONDARY SCHOOL SINGAPORE 797702,797702,33023.8451944096,41366.172537256,1.39037504993234,103.878461745339,103.878461745339
PEI TONG PRIMARY SCHOOL,http://www.peitongpri.moe.edu.sg/,15   CLEMENTI AVENUE 5,129857,67775458,na,67789784,na,PTPS@MOE.EDU.SG,Clementi,"7, 184, 282",MRS NG- TEO SOCK HUA,MDM LIM WAI PING PATRICIA,NULL,NULL,NULL,NULL,NULL,CLEMENTI,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,PEI TONG PRIMARY SCHOOL,PEI TONG PRIMARY SCHOOL,15,CLEMENTI AVENUE 5,PEI TONG PRIMARY SCHOOL,15 CLEMENTI AVENUE 5 PEI TONG PRIMARY SCHOOL SINGAPORE 129857,129857,20686.1367668323,33164.0863881912,1.31619786415976,103.767599818844,103.767599818844
PEICAI SECONDARY SCHOOL,http://www.peicaisec.moe.edu.sg,10   SERANGOON AVENUE 4,556094,62884159,na,62830480,na,peicai_ss@moe.edu.sg,SERANGOON MRT,"22, 24, 43, 53, 70, 76, 103, 109, 116, 147, 156, 315, 317, 853",MR LIM KOK HWA,MISS TAN LI PING,MR SHUE PEI YAN,NULL,NULL,NULL,NULL,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,PEICAI SECONDARY SCHOOL,PEICAI SECONDARY SCHOOL,10,SERANGOON AVENUE 4,PEICAI SECONDARY SCHOOL,10 SERANGOON AVENUE 4 PEICAI SECONDARY SCHOOL SINGAPORE 556094,556094,32083.411887873,37953.9001634661,1.35951583222214,103.870010749055,103.870010749055
PEIRCE SECONDARY SCHOOL,http://www.peircesec.moe.edu.sg,10   SIN MING WALK,575566,64576454,na,64576448,na,PEIRCE_SS@MOE.EDU.SG,"ANG MO KIO MRT, BISHAN MRT, MARYMOUNT MRT, BRIGHT HILL MRT (target opening in Q3, 2021)","52, 132, 162, 163, 165, 166, 167, 410, 855, 980",MDM BETTY CHANG,MRS NG MONG KHENG,MS NG BOON MIN,NULL,NULL,NULL,NULL,BISHAN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,PEIRCE SECONDARY SCHOOL,PEIRCE SECONDARY SCHOOL,10,SIN MING WALK,PEIRCE SECONDARY SCHOOL,10 SIN MING WALK PEIRCE SECONDARY SCHOOL SINGAPORE 575566,575566,27654.7276661592,38743.7738600355,1.36665944653812,103.83021606804,103.83021606804
PEIYING PRIMARY SCHOOL,http://www.peiyingpri.moe.edu.sg,651  YISHUN RING ROAD,768687,62575684,na,67558802,na,peiying_ps@moe.edu.sg,Khatib,"851, 852, 853, 854, 855",MDM WONG WEI YONG,MR ABDUL RANI BIN IDRIS,NULL,NULL,NULL,NULL,NULL,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,PEIYING PRIMARY SCHOOL,PEIYING PRIMARY SCHOOL,651,YISHUN RING ROAD,PEIYING PRIMARY SCHOOL,651 YISHUN RING ROAD PEIYING PRIMARY SCHOOL SINGAPORE 768687,768687,27677.1059972411,44335.9849220216,1.41723339695904,103.830417090698,103.830417090698
PING YI SECONDARY SCHOOL,http://pingyisec.moe.edu.sg,61   CHAI CHEE STREET,468980,64489580,na,64442731,na,pyss@moe.edu.sg,BEDOK MRT,"26, 222, 222B, 2, 7, 24, 25, 28, 30, 30E, 32, 33, 40, 67, 229, 854, 60, 87",MR ANG CHEE SENG,MR CHEONG HUEI LEONARD,NULL,NULL,NULL,NULL,NULL,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,PING YI SECONDARY SCHOOL,PING YI SECONDARY SCHOOL,61,CHAI CHEE STREET,PING YI SECONDARY SCHOOL,61 CHAI CHEE STREET PING YI SECONDARY SCHOOL SINGAPORE 468980,468980,37724.7424694616,34360.4560490176,1.3270167275387,103.920700671987,103.920700671987
PIONEER PRIMARY SCHOOL,http://www.pioneerpri.moe.edu.sg,23   JURONG WEST STREET 81,649076,67932397,na,67933974,na,pioneer_ps@moe.edu.sg,Boon Lay Station,243,MDM LOKE WAI LING,MR TAN HOCK CHYE CHARLES,MDM CHOO SIEW HONG,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,PIONEER PRIMARY SCHOOL,PIONEER PRIMARY SCHOOL,23,JURONG WEST STREET 81,PIONEER PRIMARY SCHOOL,23 JURONG WEST STREET 81 PIONEER PRIMARY SCHOOL SINGAPORE 649076,649076,12607.0934523959,36773.4045769684,1.34883617453427,103.695003812477,103.695003812477
POI CHING SCHOOL,http://www.poiching.moe.edu.sg,21   TAMPINES STREET 71,529067,67856420,na,67857198,na,contact@poiching.moe.edu.sg,Tampines MRT,"Bus 293, 72, 27 and 168",MDM CHUA YE LING,MDM PEH TAN WEE,MS TAN SEOK KUAN,NULL,NULL,NULL,NULL,TAMPINES,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,Chinese,na,na,POI CHING SCHOOL,POI CHING SCHOOL,21,TAMPINES STREET 71,POI CHING SCHOOL,21 TAMPINES STREET 71 POI CHING SCHOOL SINGAPORE 529067,529067,39343.403805064,37747.9291978516,1.35765122315688,103.935246477199,103.935246477199
PRESBYTERIAN HIGH SCHOOL,http://www.presbyterian.moe.edu.sg,5209 ANG MO KIO AVENUE 6,569845,64543722,na,64543430,na,presbyterian@moe.edu.sg,YIO CHU KANG MRT,"45, 70, 70M, 71, 76, 86, 668, 851, 851e, 852, 853",MR OWYONG TUCK SING VICTOR,MISS YEW MEI FOONG SARAH,NULL,NULL,NULL,NULL,NULL,ANG MO KIO,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,PRESBYTERIAN HIGH SCHOOL,PRESBYTERIAN HIGH SCHOOL,5209,ANG MO KIO AVENUE 6,PRESBYTERIAN HIGH SCHOOL,5209 ANG MO KIO AVENUE 6 PRESBYTERIAN HIGH SCHOOL SINGAPORE 569845,569845,29094.0439036526,40441.3768212926,1.38201194250223,103.843149382823,103.843149382823
PRINCESS ELIZABETH PRIMARY SCHOOL,http://www.princesselizabethpri.moe.edu.sg,30   BUKIT BATOK WEST AVENUE 3,659163,65655111,na,65637859,na,PEPS@MOE.EDU.SG,Bukit Batok MRT Station,"Bus 174, 157, 178, 66, 941",MDM MOLIAH BINTE HASHIM,MISS NGIAM WEE HENG,MR LEE FOOK LOONG EUGENE,NULL,NULL,NULL,NULL,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,PRINCESS ELIZABETH PRIMARY SCHOOL,PRINCESS ELIZABETH PRIMARY SCHOOL,30,BUKIT BATOK WEST AVENUE 3,PRINCESS ELIZABETH PRIMARY SCHOOL,30 BUKIT BATOK WEST AVENUE 3 PRINCESS ELIZABETH PRIMARY SCHOOL SINGAPORE 659163,659163,17728.1546840398,36813.7803722396,1.349203512653,103.74101964471,103.74101964471
PUNGGOL COVE PRIMARY SCHOOL,https://punggolcovepri.moe.edu.sg/,52   Sumang Walk,828674,63857339,na,63857261,na,punggolcove_ps@moe.edu.sg,Nibong LRT Station,"382W, 84","MR YAP SWEE BENG, DENNIS",MISS THIA HWEI LING SHARON,MR WAN IMRAN BIN MOHAMED WOOJDY,NULL,NULL,NULL,NULL,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,PUNGGOL COVE PRIMARY SCHOOL,PUNGGOL COVE PRIMARY SCHOOL,52,SUMANG WALK,PUNGGOL COVE PRIMARY SCHOOL,52 SUMANG WALK PUNGGOL COVE PRIMARY SCHOOL SINGAPORE 828674,828674,35287.6769569088,43713.0551068783,1.41159891873961,103.898804620697,103.898804620697
PUNGGOL GREEN PRIMARY SCHOOL,http://www.punggolgreenpri.moe.edu.sg,98   Punggol Walk,828772,65383011,na,65383210,na,admin_punggolgreen_ps@moe.edu.sg,Punggol MRT Station,na,MR HANAFI B ASMORE,MISS TAN HUILING CHERYL,DR LEE KOK SONK,NULL,NULL,NULL,NULL,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,PUNGGOL GREEN PRIMARY SCHOOL,PUNGGOL GREEN PRIMARY SCHOOL,98,PUNGGOL WALK,PUNGGOL GREEN PRIMARY SCHOOL,98 PUNGGOL WALK PUNGGOL GREEN PRIMARY SCHOOL SINGAPORE 828772,828772,35287.340952022,42637.5237120874,1.40187220643293,103.898801330302,103.898801330302
PUNGGOL PRIMARY SCHOOL,http://www.punggolpri.moe.edu.sg/,61   HOUGANG AVENUE 8,538787,63850762,na,63877793,na,punggol_ps@moe.edu.sg,"Hougang, Buangkok",62 74 88 113 147 325,MISS CHEW TOCK LEE,MISS KAREN YAW LI LING,NULL,NULL,NULL,NULL,NULL,HOUGANG,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,PUNGGOL PRIMARY SCHOOL,PUNGGOL PRIMARY SCHOOL,61,HOUGANG AVENUE 8,PUNGGOL PRIMARY SCHOOL,61 HOUGANG AVENUE 8 PUNGGOL PRIMARY SCHOOL SINGAPORE 538787,538787,34809.5016854042,39975.1199013237,1.37779451191095,103.894506933668,103.894506933668
PUNGGOL SECONDARY SCHOOL,http://www.punggolsec.moe.edu.sg,51   EDGEFIELD PLAINS,828870,64897851,na,64897859,na,PUNGGOL_SS@MOE.EDU.SG,"PUNGGOL MRT, COVE LRT","3, 34, 62, 82, 83, 85, 136, 965, 386",MS TOH ENG BENG ANGELINE,MR ANITH KUMAR S/O NADESAN,MR VINCENT LEE WEI YEE,NULL,NULL,NULL,NULL,PUNGGOL,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,PUNGGOL SECONDARY SCHOOL,PUNGGOL SECONDARY SCHOOL,51,EDGEFIELD PLAINS,PUNGGOL SECONDARY SCHOOL,51 EDGEFIELD PLAINS PUNGGOL SECONDARY SCHOOL SINGAPORE 828870,828870,36446.0969829671,42658.0347204488,1.40205738421399,103.909213706482,103.909213706482
PUNGGOL VIEW PRIMARY SCHOOL,http://www.punggolviewpri.moe.edu.sg,9    Punggol Place,828845,6570 1588,na,6570 3680,na,punggolview_ps@moe.edu.sg,Punggol MRT Station,50 382,DR ANG WEK CHENG,MDM SHARIFAH SAMIRAH BTE SYED MOHAMAD,MR GOH ZENSEN,NULL,NULL,NULL,NULL,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,PUNGGOL VIEW PRIMARY SCHOOL,PUNGGOL VIEW PRIMARY SCHOOL,9,PUNGGOL PLACE,PUNGGOL VIEW PRIMARY SCHOOL,9 PUNGGOL PLACE PUNGGOL VIEW PRIMARY SCHOOL SINGAPORE 828845,828845,35994.5599585725,42999.5250743832,1.40514582647962,103.905156371376,103.905156371376
QIFA PRIMARY SCHOOL,http://www.qifapri.moe.edu.sg,50   WEST COAST AVENUE,128104,67783085,na,67761485,na,QIFA_PS@MOE.EDU.SG,Clementi MRT Station,"30,51,78,143,285,655",MRS CATHERINE CHIANG,"MDM CHAN SIN LI, CINDY",MR WONG WOEN LONG,NULL,NULL,NULL,NULL,CLEMENTI,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,QIFA PRIMARY SCHOOL,QIFA PRIMARY SCHOOL,50,WEST COAST AVENUE,QIFA PRIMARY SCHOOL,50 WEST COAST AVENUE QIFA PRIMARY SCHOOL SINGAPORE 128104,128104,19477.8961843997,32838.2868056744,1.31325113867272,103.756743261958,103.756743261958
